EST_NUM1,NAME1,NAME21,ADB_NAME1,MAIL_11,MAIL_21,MAIL_31,MAIL_CITY1,MAIL_PROV1,MAIL_PC1,LOC_ADD11,LOC_ADD21,LOC_ADD31,LOC_CITY1,LOC_PROV1,LOC_PC1,TELE_11,TELE_21,TELE_31,CODES_11,CODES_21,CODES_31,CODE_41,CODE_51,CODES_61,CODE_71,CODE_81,CODES_91,CODES_101,EXPORT1,TRICHINA1,POUTRY_SPC1,OTHERS_SPC1,HACCP_REG1,EP_NUM1,LASTUPDT1,LICENCE_NO1,LICENCE_IS1,LICENCE_EX1
967,SERVICE FREEZERS LIMITED.,,,,,,,,,3160 CARAVELLE DRIVE,,,MISSISSAUGA,ON,L4V1K9,(416)989-3232,,,,,x,,,x,,,B/US,,D,,,,,,2024-10-25 10:03:51.9099707,,,
969,HALLMARK POULTRY PROCESSORS LTD.,,,1756 PANDORA STREET,,,VANCOUVER,BC,V5L1M1,1831 FRANKLIN STREET,,,VANCOUVER,BC,V5L1P9,(604)254-9885,,,,,F,,,F,,,,,D,,,,,,2023-07-25 15:30:07.925772300,,,
S910,DOLAN FOODS INC.,,,,,,,,,6080 INDIAN LINE,,,MISSISSAUGA,ON,L4V1G5,(647)281-8283,,,,,,,,,,,B/US,,,,,,,,2023-03-06 12:40:34.423996300,,,
971,CONGÉBEC INC.,,,"810, RUE GODIN",,,QUEBEC,QC,G1M2X9,3601 AVENUE DE LA GARE,,,MASCOUCHE,QC,J7K3C1,(438) 334-8891,,,,,,,,,Y,,BC/US,,D,,,,,,2024-01-19 09:55:46.357576900,,,
940,FRESH & FRESH INC.,,,,,,,,,10 - 70 HANLAN ROAD,,,VAUGHAN,ON,L4L3P6,(416)804-5428,,,,,,,,fx,,,,,D,,,,,,2023-06-27 11:36:05.340469200,,,
S913,"DOT FOODS CANADA, INC.",,,12 BARTON COURT,,,BRAMPTON,ON,L6T5H6,100 KEN MCKEE STREET,,,INGERSOLL,ON,N5C3J8,217-773-2226,,,,,,,,,,,b/US,ab,,,,,,,2023-06-13 14:33:01.025708000,,,
S921,RED PINE OUTDOOR EQUIPMENT INC,,,,,,,,,15 CAPELLA COURT,,,NEPEAN,ON,K2E7X1,613-797-4043,,,,,,,,,,,,B,,,,,,,2023-12-04 10:28:27.763834200,,,
874,GROUPE MANUFACTURIER METRO INC.,,,,,,,,,4205 RUE PHILLIPPE-LEBON,,,LAVAL,QC,H7P0L6,450-934-0100,,,,,,,,XFG,,,,,,,,,,,2023-12-04 14:16:20.380168000,,,
996,JUE WEI FOOD (CANADA) LTD.,,,,,,,,,1531 DERWENT WAY,,,DELTA,BC,V3M6K8,(778)995-7668,,,,,,,,FX,,,,,,,,,,,2023-12-06 10:17:39.865201600,,,
997,9459-6541 QUEBEC INC.,,"HISTOIRE D'AGNEAU
THE LAMB AFFAIR",,,,,,,333 CHEMIN BROSSEAU,,,COWANSVILLE,QC,J2K0B4,(514)296-3451,,,,,X,,,X,,,,,,,,,,,2023-12-14 13:09:14.598955100,,,
998,CRAFTY RAMEN MARKET INC.,,,,,,,,,85 WILLIS WAY UNIT 119,,,WATERLOO,ON,N2J0B9,(226)971-3422,,,,,,,,FX,,,,,D,,,,,,2025-09-22 15:42:08.0651605,,,
649,THE GREAT CANADIAN MEAT COMPANY LTD.,,,318 RIDLEY BLVD,,,NORTH YORK,ON,M3H1L1,1390 HOPKINS STREET,,,WHITBY,ON,L1N2C3,(416)276-6674,,,,,,,,FX,,,,,D,,,,,,2024-01-19 09:13:28.261325100,,,
S574,GOCOLD SOLUTIONS INC.  / S574 SUMMERLEA,,,,,,,,,250 SUMMERLEA ROAD - UNIT 6,,,BRAMPTON,ON,L6T3V6,(416)807-0012,,,,,,,,,,,"B,C,US",A,R,,,,,,2024-05-16 14:49:44.483597,,,
390,CANADA TC FOODS INC.,,,,,,,,,121 & 123 DENISON STREET,,,MARKHAM,ON,L3R1B5,(647)989-0447,,,,,,,,XF,Y,,,,D,,,,,,2024-10-15 08:28:10.6710204,,,
7003,ADIMANS SHAWARMA PRODUCTION LTD.,,,10-220 VICEROY ROAD,,,CONCORD,ON,L4K3C2,3-98 NORFINCH DR,,,NORTH YORK,ON,M3N1X1,(647)669-1172,,,,,FX,,,FX,,,,,D,,,,,,2024-10-03 12:38:03.9711999,,,
7002,HELA SPICE CANADA INC. / HELA SPICE CANADA,,,,,,,,,119 FRANKLIN STREET,,,UXBRIDGE,ON,L9P1J5,(905)852-5100,,,,,,,,fx,,,,,,,,,,,2026-07-11 10:31:20.6350304,,,
7001,GLOBAL POT FUSION CUISINE CORPORATION,,,,,,,,,161 JESSOP AVENUE,,,SASKATOON,SK,S7N1Y3,(306)620-3064,,,,,,,,x,,,,,,,,,,,2024-01-29 09:22:43.940307300,,,
7000,PAVAO MEATS & DELI LTD.,,EUROPEAN BUTCHER,,,,,,,24 CHAUNCEY AVENUE,,,ETOBICOKE,ON,M8Z2Z4,416-543-6374,,,,,xf,,,xf,,,,,,,,,,,2024-01-29 09:23:35.280069200,,,
S923,CONGEBEC G2,,,,,,,,,26712 GLOUCESTER WAY,,,LANGLEY,BC,V4W3V6,(438)334-8891,,,,,,,,,,,,A,,,,,,,2026-07-30 12:24:13.2992933,,,
7007,PRODUCE PROCESSORS LIMITED,,,,,,,,,"17452 TELEPHONE RD, SOUTH BUILDING, UNIT #1",,,TRENTON,ON,K8V5P4,(613)394-3317,,,,,,,,fx,,,,,,,,,,,2024-07-31 09:12:16.6312446,,,
7009,PICCOLA CUCINA INC.,,,,,,,,,14-360 KEEWATIN STREET,,,WINNIPEG,MB,R2X2Y3,888-688-4454 x101,,,,,,,,x,,,,,,,,,,,2024-02-14 12:10:49.233486400,,,
7008,6872299 MANITOBA LTD.,,,,,,,,,525 ROBLIN BLVD. EAST,,,WINKLER,MB,R6W0H2,204-331-1305,,,,,,,,FX,,,,,,,,,,,2024-02-14 14:19:57.899089600,,,
7010,MENASHA PACKAGING CANADA L.P,,,9150 AIRPORT RD UNIT A,,,BRAMPTON,ON,L6S6G1,20 WESTBRIDGE DRIVE,,,GEORGETOWN,ON,L7G0E2,647-969-7595,,,,,,,,,Y,,,,,,,,,,2024-02-15 12:09:53.847064500,,,
7012,MRAKOVIC FINE FOODS INC.,,,,,,,,,"80 GALAXY BOULEVARD UNIT 1,",,,TORONTO,ON,M9W4Y8,(647)534-2492,,,,,,,,X,,,,,D,,,,,,2025-09-22 15:50:46.8781935,,,
7011,BACATA FOOD & MARKETING INC.,,ALLEN FAMILY FOODS,,,,,,FX,"2188 MASON STREET, UNIT 160,",,,ABBOTSFORD,BC,V2T 0J8,(604)743-1508,,,,FX,,,,,,,,,DF,,,,,,2026-06-23 11:38:51.1082646,,,
7013,VIANDOMAX INC.,,,,,,,,,1216 RUE MANIC,,,SAGUENAY,QC,G7K1A2,(418)543-8777,,,,,fx,,,fx,,,,,,,,,,,2024-02-20 11:21:15.116390600,,,
S925,MOLINARO'S FINE ITALIAN FOODS LTD,,,,,,,,,1290 SOUTH SERVICE RD. WEST,,,OAKVILLE,ON,L6L5T7,905-275-7400,,,,,,,,,,,,AB,,,,,,,2024-02-26 14:21:05.506388900,,,
368,1000274558 ONTARIO INC.,,QUINTE CUSTOM FOODS,,,,,,,1 DOUGLAS ROAD,,,TRENTON,ON,K8V5P8,(519) 854-8130,,,,,,,,xf,,,,,,,,,,,2024-03-01 13:57:05.237229800,,,
S926,UNIBEL COMPANY LTD.,,FERMA IMPORT & EXPORT,,,,,,,44 ATOMIC AVENUE,,,TORONTO,ON,M8Z5L1,(416)533-3591,,,,,,,,,,,,AB,,,,,,,2024-03-07 11:06:30.141326500,,,
7016,FOOD PLUS MORE INC.,,,,,,,,,381 ENTERPRISE DRIVE,,,WELLAN,ON,L3B5N7,805-724-9888,,,,,,,,XF,,,,,,,,,,,2025-01-28 14:51:02.7795986,,,
S927,DOLLARAMA S.E.C./DOLLARAMA L.P.,,DOLLARAMA L.P.,,,,,,,"5805, AV ROYALMOUNT",,,MONT-ROYAL,QC,H4P0A1,(514)737-1006,,,,,,,,,,,BC,B,,,,,,,2024-08-13 11:37:48.0330285,,,
7018,9219-3267 QUEBEC INC.,,,,,,,,,1895 CH ST-FRANÇOIS,,,DORVAL,QC,H9P1K3,(514)606-3759,,,,,,,,FX,,,,,,,,,,,2025-02-12 15:04:04.749776,,,
7019,2842084 ONTARIO INC.,,PORTA / TERRONI,300-510 FRONT STREET WEST,,,TORONTO,ON,M5V0E9,426 NUGGET AVE,,,SCARBOROUGH,ON,M1S4A4,(647)281-9700,,,,,,,,FX,,,,,D,,,,,,2024-07-09 09:37:52.6254648,,,
7021,PYUNG HWA FOOD COMPANY INC,,,,,,,,,7 KENHAR DRIVE,,,NORTH YORK,ON,M9L1M9,(437)340-8599,,,,,,,,fx,,,,,,,,,,,2024-04-02 11:19:29.1526046,,,
7022,CRESCENT POULTRY LTD.,,,,,,,,,442 BRIMLEY ROAD UNIT 12,,,SCARBOROUGH,ON,M1J1A1,(647)989-6858,,,,,,,,f,,,,,D,,,,,,2026-02-10 11:43:29.6240952,,,
7023,ORIGINAL FOODS LIMITED,,,,,,,,,701 BROAD STREET EAST,,,DUNNVILLE,ON,N1A1H2,,,,,FX,,,,FX,,,,,,,,,,,2026-04-28 08:26:11.9528811,,,
S929,MARITIME COLD STORAGE LTD.,,,4987 ROUTE 15,,,PORTAGE,NB,E4N0A7,4987 ROUTE 15,,,PORTAGE,NB,E4N0A7,(506)5776660,,,,,,,,,,,,A,,,,,,,2024-04-17 10:21:41.5895315,,,
S931,ST. DAVIDS COLD STORAGE LTD.,,,,,,,,,351 FOUR MILE CREEK ROAD,,,ST. DAVIDS,ON,L0S1P0,905-262-6600,,,,,,,,,,,B/US,A,,,,,,,2024-05-08 11:47:34.3949519,,,
S932,KINTETSU WORLD EXPRESS (CANADA) INC.,,,,,,,,,6201 VISCOUNT ROAD,,,MISSISSAUGA,ON,L4V0A4,416-457-6234,,,,,,,,,,,"B,C,US","A,B",,,,,,,2024-09-24 09:02:27.4635624,,,
S916,2572194 ONTARIO INC.,,,7447 BREN RD,,,MISSISSAUGA,ON,L4T 1H3,79 EASTON RD,,,BRANTFORD,ON,N3P 1J4,(647)922-0873,,,,,,,,,,,B/US,A,,,,,,,2024-05-22 14:09:06.9550196,,,
7026,ROYAL MEATS INC,,,,,,,,,2-5 2395 CAWTHRA ROAD,,,MISSISSAUGA,ON,L5A2W8,416-409-5736,,,,,"X,F",,,"X,F",,,,,,,,,,,2024-05-22 09:08:36.3798014,,,
S933,9007-6720 QUÉBEC INC,,,,,,,,,"890, AVENUE TANGUAY",,,ALMA,QC,G8B5Y3,(418)695-4181,,,,,,,,,,,,AB,,,,,,,2024-05-24 14:35:40.7740302,,,
354,OLYMEL S.E.C./ OLYMEL L.P.,,OLYMEL S.E.C./L.P.,,,,,,,183 ROUTE DU PRÉSIDENT-KENNEDY,,,ST-HENRI-DE-LÉVIS,QC,G0R3E0,(418)882-2282,,,,,,,,FX,,,,,ADFS,,,,,,2025-03-06 10:53:17.6389615,,,
S934,2344959 ONTARIO INC.,,"ADP DIRECT POULTRY LTD., PREMIUM MEATS",,,,,,,"250 SUMMERLEA RD, UNIT 3",,,BRAMPTON,ON,L6T3V6,(416)749-0911,,,,,,,,,,,,A,,,,,,,2024-06-07 10:42:15.0294827,,,
S935,2344959 ONTARIO INC.,,"ADP DIRECT POULTRY LTD., PREMIUM MEATS",,,,,,,"250 SUMMERLEA RD, UNIT 10",,,BRAMPTON,ON,L6T3V6,(416)749-0911,,,,,,,,,,,,A,,,,,,,2024-06-07 11:06:34.9141899,,,
7029,PINSA ROMANA CANADA INC.,,,,,,,,,9 A HOUSTON DRIVE,,,ALMONTE,ON,K0A1A0,613-225-9585,,,,,,,,X,,,,,,,,,,,2024-06-07 13:53:58.0931177,,,
7030,"FOOD VENTURES NORTH AMERICA CANADA, INC.",,,9 ROYBRIDGE GATE,,,VAUGHAN,ON,L4H0J2,"21 YORK ROAD, UNIT # 2",,,BRANTFORD,ON,N3T5L7,(647)710-7890,,,,,,,,,Y,,,,,,,,,,2024-06-14 08:58:03.8234279,,,
7027,NANJO'S GOURMET PICKLED CACKLEBERRIES INC.,,,,,,,,,104 STANLEY STREET,,,CUPAR,SK,S0G0Y0,(306)540-5453,,,,,,,,X,,,,,,,,,,,2024-06-14 09:56:25.4213825,,,
7031,HYPERAMA INC.,,HYPERAMA INCORPORATED,304-761 BAY STREET,,,TORONTO,ON,M5G2R2,2110 DUNDAS STREET E,,,MISSISSAUGA,ON,L4X1L9,647)899-0364,,,,,,,,XF,,,,,,,,,,,2024-06-17 11:56:26.2635432,,,
S930,UNIPAC PACKAGING PRODUCTS LTD.,,,,,,,,,9303 - 28 AVENUE,,,EDMONTON,AB,T6N1N1,(780)466-3121,,,,,,,,,,,,AB,,,,,,,2026-06-03 13:33:11.2267409,,,
S936,DEMPSEY CORPORATION,,,,,,,,,"UNIT # 1, 1352 TONOLLI ROAD",,,MISSISSAUGA,ON,L4Y1Z7,(416)461-0844,,,,,,,,,,,C/US,B,,,,,,,2025-06-26 09:45:14.9553653,,,
7032,RANDY'S ROTI & DOUBLE'S INC.,,,,,,,,,"19 CURITY AVENUE, UNIT #12",,,TORONTO,ON,M4B1X4,647-919-4785,,,,,,,,F,,,,,,,,,,,2024-07-12 11:57:50.1533072,,,
984,9349-3633 QUEBEC INC,,"A BIS GOURMET, A BIS GOURMET - QUEBEC",,,,,,,2581 RUE DE MINIAC,,,SAINT-LAURENT,QC,H4S1E5,(514)862-5026,,,,,,,,fx,Y,,,,,,,,,,2024-07-12 13:14:37.0557201,,,
S937,VERSACOLD LOGISTICS SERVICES,,,316 AVIVA PARK DRIVE,,,VAUGHAN,ON,L4L9C7,"107 WALKER DR, UNIT 2",,,BRAMPTON,ON,L6T5K5,(604)358-1174,,,,,,,,,,,,A,,,,,,,2024-07-12 14:36:26.1665097,,,
7033,HOPEWELL LOGISTICS INC.,,,,,,,,,40 WESTBRIDGE ROAD,,,GEORGETOWN,ON,L7G0E2,(647)382-2698,,,,,,,,,,,B/US,,,,,,,,2024-07-22 08:00:46.7176077,,,
S938,HOPEWELL LOGISTICS INC.,,,,,,,,,40 WESTBRIDGE ROAD,,,GEORGETOWN,ON,L7G0E2,(647)382-2698,,,,,,,,,,,B/US,,,,,,,,2024-07-30 07:37:27.9294912,,,
7036,FAMILY GARDEN FOODS INC.,,,3153 5 AVE NE,,,CALGARY,AB,T2A6C9,1726 25 AVE NE,,,CALGARY,AB,T2E7K1,(403)3001808,,,,,,,,FX,,,,,,,,,,,2024-10-02 16:11:00.014313,,,
7037,1000274558 ONTARIO INC.,,,,,,,,,2-354 TATE RD,,,TRENTON,ON,K8V5P4,613-848-4038,613-699-1414,,,,,,,XF,,,,,,,,,,,2025-07-07 08:51:28.7788631,,,
7038,WESTERN FINE MEATS INC.,,,,,,,,,4264 3 STREET EAST,,,CLARESHOLM,AB,T0L0T0,(403)669-1335,,,,,f,,,fx,,,,,,,,,,,2024-08-27 14:15:59.667003,,,
7039,BRIDOR INC.,,,,,,,,,1370 GRAHAM-BELL,,,BOUCHERVILLE,QC,J4B6H5,(450)641-1265,,,,,,,,XF,,,,,,,,,,,2026-06-05 09:42:25.9862313,,,
S939,NMK FOODS INC.,,,,,,,,,9-25 NEWKIRK CRT,,,BRAMPTON,ON,L6Z0B5,(905)507-0005,,,,,,,,,,,,AB,,,,,,,2024-09-17 08:11:31.0485652,,,
7041,2538305 ONTARIO INC.,,,,,,,,,20/21-755 QUEENSWAY E,,,MISSISSAUGA,ON,L4Y4C5,(647)3452224,,,,,x,,,xf,,,,,,,,,,,2024-10-02 09:32:58.3611232,,,
324,QUALIFOODS INC.,,,,,,,,,6960 PACIFIC CIRCLE,,,MISSISSAUGA,ON,L5T1N8,(905)712-3838,,,,,FX,,,FX,,,,,D,,,,,,2026-08-31 09:57:01.5075261,,,
7042,T&T SUPERMARKET INC.,,,,,,,,,800 TAPSCOTT RD.,,,SCARBOROUGH,ON,M1X 1A4,(647)640-9883,,,,,,,,FX,,,,,,,,,,,2024-11-07 11:04:46.8375408,,,
7043,INSPIRED GO INC.,,,,,,,,,4956 52 ST SE,,,CALGARY,AB,T2B3R2,403-200-2289,,,,,,,,fx,,,,,,,,,,,2024-11-12 12:27:33.7996223,,,
678,SIERRA CUSTOM FOODS LTD.,,,,,,,,,275 WALKER DRIVE,,,BRAMPTON,ON,L6T3W5,(905)457-7557,,,,,FX,,,FX,,,B/US,,D,,,,,,2024-11-26 11:27:33.7419532,,,
S940,ENTREPÔT FRIGORIFIQUE DESLAURIERS INC.,,,,,,,,,1955 BOUL LIONEL-BERTRAND,,,BOISBRIAND,QC,J7H1N8,(450)963-9090,,,,,,,,,,,B,A,,,,,,,2025-02-14 14:09:18.2644411,,,
7044,ALADDIN DONAIR WHOLESALE LTD.,,,,,,,,,12555 127 AVE NW,,,EDMONTON,AB,T5L3E5,(780)983-7871,,,,,,,,FX,,,,,D,,,,,,2026-06-23 15:41:04.3341261,,,
7045,102021880 SASKATCHEWAN LTD.,,,,,,,,,629 PARK ST,,,REGINA,SK,S4N5B2,(306)797-2232,,,,,f,,,fx,,,,,,,,,,,2024-12-02 08:52:19.3603234,,,
7046,VANDELAY FOODS INC.,,,,,,,,,UNIT 5-825 MIDDLEFIELD RD,,,TORONTO,ON,M1V4Z7,(416)450-9029,,,,,,,,fx,,,,,,,,,,,2024-12-02 09:57:39.632506,,,
S942,IMMEUBLES RB LTÉE,,,65 RUE DE VAUDREUIL,,,BOUCHERVILLE,QC,J4B1K7,1425 CHEMIN DE L’ÉNERGIE,,,VARENNES,QC,J3X1P7,(514)521-1416,,,,,,,,,,,AB,AB,,,,,,,2025-08-08 13:52:33.9162888,,,
S941,CONESTOGA COLD STORAGE LIMITED,,,299 TRILLIUM DRIVE,,,KITCHENER,ON,N2E 1W9,16408 STEELES AVENUE,,,HALTON HILLS,ON,L0P1E0,5197485415,,,,,,,,,,,BC/US,A,,,,,,,2025-03-05 15:40:48.3116187,,,
957,EXPORT PACKERS SEAFOOD LIMITED,,,,,,,,,4 EDVAC DR,,,BRAMPTON,ON,L6S5P2,(905)792-9700,,,,,,,,x,,,,,,,,,,,2024-12-19 11:03:31.9234701,,,
7048,GESTION ET ENVIRONNEMENT GD INC.,,EKLOR ALIMENTS,,,,,,,812 CH DU MOULIN,,,SACRÉ-COEUR-SAGUENAY,QC,G0T1Y0,(418)559-2606,,,,,,,,fx,,,,,,,,,,,2024-12-22 16:38:40.1594489,,,
S943,2572194 ONTARIO INC.,,AMPLIFY LOGISTICS,,,,,,,180 DESBRISAY AVE,,,MONCTON,NB,E1E0G7,(647)922-0873,,,,,,,,,,,B/US,A,,,,,,,2025-04-22 09:28:06.134628,,,
974,FARMHOUSE BAKERY LIMITED,,,1660 HIGHWAY 1,,,FALMOUTH,NS,B0P1P0,41 VENTURA,,,DEBERT,NS,B0M1G0,(902)890-4672,,,,,,,,"F,X",,,,,,,,,,,2024-12-24 08:41:33.9166016,,,
962,WHOLE BRAND FOOD MANAGEMENT LTD.,,,,,,,,,31 SKAGWAY AVENUE,,,SCARBOROUGH,ON,M1M3T9,(778)839-6876,,,,,fx,,,fx,,,,,,,,,,,2024-12-30 08:20:05.0122111,,,
7004,GALA BAKERY INC.,,,,,,,,,75 CASCADE ST.,,,HAMILTON,ON,L8E3B7,(905)578-6485,,,,,,,,x,,,,,D,,,,,,2025-01-17 11:11:43.3699347,,,
7049,11078526 CANADA INC.,,,,,,,,,3050 BOUL. LE CORBUSIER,,,LAVAL,QC,H7L3T6,(438)994-4609,,,,,XF,,,,,,,,,,,,,,2025-01-27 14:52:18.5372119,,,
s102,VERSACOLD LOGISTICS SERVICES,,,316 AVIVA PARK DRIVE,,,VAUGHAN,ON,L4L9C7,836 CLIVEDEN AVE,,,DELTA,BC,V3M5R5,(604)358-1174,,,,,,,,,,,BC/US,A,S,,,,,,2025-01-28 09:45:28.1055409,,,
S944,LOBLAWS INC.,,,,,,,,,18574 WOODBINE AVE,,,SHARON,ON,L0G1V0,(506)381-3130,,,,,,,,,,,,A,,,,,,,2025-01-28 12:41:12.9007143,,,
277,PHYTIMPACT INC.,,,,,,,,,254 RUE PRINCIPALE,,,SAINT-ANSELME,QC,G0R2N0,(418)885-4999,,,,,,,,FX,,,,,,,,,,,2025-01-29 14:02:28.6776475,,,
S766,ENTREPOSAGE MV INC.,,,,,,,,,171 RUE SAINT-ÉDOUARD,,,SAINT-SIMON-DE-BAGOT,QC,J0H1Y0,,,,,,,,,,,,,,,,,,,,2026-02-11 13:36:56.2568824,,,
7050,KATHLEEN NIGH,,KETONUT,,,,,,,11169 ARGYLE STREET,,,AILSA CRAIG,ON,N0M1A0,226-236-1575,,,,,,,,x,,,,,,,,,,,2025-02-10 11:26:02.0096104,,,
7051,IMPERIAL FOODS INC.,,,,,,,,,13-7956 TORBRAM RD,,,BRAMPTON,ON,L6T5A2,(647)529-9796,,,,,,,,"f,x",,,,,D,,,,,,2025-11-04 08:37:19.6694513,,,
S945,OLYMEL S.E.C./ OLYMEL L.P.,,OLYMEL S.E.C./ OLYMEL L.P.,,,,,,,1620 BOULEVARD DE MONTARVILLE,,,BOUCHERVILLE,QC,J4B8P4,(450)645-1800,,,,,,,,,,,,A,,,,,,,2025-03-06 12:08:02.927833,,,
7052,ALIMENTS ÉPIKURA INC.,,USINE ALIMENTS ÉPIKURA,,,,,,,508-5550 RUE FULLUM,,,MONTRÉAL,QC,H2G2H4,(438)380-3883,,,,,,,,"f,x",,,,,,,,,,,2025-02-19 09:24:55.1993013,,,
365,LES PRODUITS ALIMENTAIRES BOUCHARD INC.,,,,,,,,,"476, RUE ST-ISIDORE",,,MÉTABETCHOUAN-LAC-A-LA-CROIX,QC,G8G 2K2,(418)349-2744,,,,,,,,XF,,,,,,,,,,,2025-02-20 08:14:52.0508606,,,
S946,4TRACKS LTD.,,,,,,,,,7184 ROSSER RD PR 221,,,CENTREPORT,MB,R4B 0A5,(204)633-5444,,,,,,,,,,,,AB,,,,,,,2026-01-02 13:14:36.3841303,,,
S947,SOLINA CANADA INC.,,,,,,,,,"135 BELLEROSE OUEST, BÂTIMENT B",,,LAVAL,QC,H7K 3B5,(416)449-5464,,,,,,,,,,,,B,,,,,,,2025-06-06 08:46:39.3037624,,,
S948,BRIMICH LOGISTICS INC.,,,15 KRAEMER'S WAY,,,BRANTFORD,ON,N3V0A6,151 GARDEN AVENUE,,,BRANTFORD,ON,N3S0A7,(519)750-3650,,,,,,,,,,,C/US,B,,,,,,,2025-05-22 09:58:54.2060113,,,
S949,VERSACOLD LOGISTICS SERVICES,,,316 AVIVA PARK DRIVE,,,VAUGHAN,ON,L4L9C7,4808 79 ST,,,RED DEER,AB,T4P3E7,(604)358-1174,,,,,,,,,,,,A,,,,,,,2025-04-16 11:24:37.5220039,,,
S950,GORDON FOOD SERVICE CANADA LTD.,,,,,,,,,38 INDUSTRIAL PARK DRIVE,,,AMHERST,NS,B4H4R5,616-502-5441,,,,,,,,,,,,A,,,,,,,2025-04-24 14:51:10.8181465,,,
7053,ROPACK INC,,,10801 RUE MIRABEAU,,,ANJOU,QC,H1J1T7,7800 RUE VAUBAN,,,ANJOU,QC,H1J2N1,(514)353-7000,,,,,,,,,Y,,,,,,,,,,2025-04-28 14:18:34.0711903,,,
S951,SABATINI U. GOURMET FOODS LIMITED,,,,,,,,,945 - 1091 ALNESS ST,,,NORTH YORK,ON,M3J3M8,(416)661-6064,,,,,,,,,,,,A,,,,,,,2025-04-29 14:10:34.6028976,,,
S952,PACIFIC BLUE STORAGE LTD.,,,,,,,,,19080 32 AVE,,,SURREY,BC,V3S0L5,(778)772-8355,,,,,,,,,,,,A,,,,,,,2025-05-12 13:47:03.241847,,,
7055,PINSA ROMANA CANADA INC.,,,,,,,,,1-125 COLONNADE RD S,,,NEPEAN,ON,K2E7L9,(343)552-2622,,,,,,,,XF,,,,,,,,,,,2025-05-22 11:25:46.8513924,,,
S920,LINEAGE EC LP,,,,,,,,,16 RUE BONVOULOIR,,,SAINTE-BRIGIDE-D'IBERVILLE,QC,J0J1X0,(888)301-1035,,,,,,,,,,,,A,,,,,,,2025-05-28 11:04:02.3746284,,,
7056,METZGER MEAT PRODUCTS INC.,,,,,,,,,180 BROCK AVE,,,HENSALL,ON,N0M1X0,(519)262-3130,,,,,fx,,,fx,,,,,,,,,,,2025-06-04 10:47:18.6104413,,,
7056,METZGER MEAT PRODUCTS INC.,,,,,,,,,180 BROCK AVE,,,HENSALL,ON,N0M1X0,(519)262-3130,,,,,fx,,,fx,,,,,,,,,,,2025-06-04 10:47:18.6104413,,,
S953,SIWIN FOODS LTD.,,,,,,,,,"9510 135 ST., SW",,,EDMONTON,AB,T9G0B6,(780)469-7051,,,,,,,,,,,,AB,,,,,,,2025-06-09 08:22:58.9675461,,,
7057,SARAJEVO FINE FOODS INC.,,,,,,,,,6 INDELL LN,,,BRAMPTON,ON,L6T 3Y3,(647)242-5113,,,,,,,,x,Y,,,,,,,,,,2025-06-16 15:28:38.8551233,,,
7058,KING COLE KITCHENS LIMITED,,,,,,,,,A-1188 GORHAM ST,,,NEWMARKET,ON,L3Y8W4,(647)210-2441,,,,,,,,"x,f,g",,,,,AD,,,,,,2025-11-04 08:33:05.0094174,,,
s730,CONGÉBEC INC.,,,,,,,,,2050 RUE BOMBARDIER,,,SAINTE-JULIE,QC,J3E2J9,(438)334-8891,,,,,,,,,,,AB/US,A,HRSI,,,,,,2025-06-23 11:05:05.5008646,,,
7059,LOLAS FOOD INC,,,,,,,,,"3490 LAIRD ROAD, UNIT 9 & 10",,,MISSISSAUGA,ON,L5L5Y4,(416)573-7994,,,,,,,,FX,,,,,,,,,,,2025-06-26 14:05:30.9178665,,,
7062,GORDON FOOD SERVICE CANADA LTD.,,,,,,,,,550 RUE LOUIS-PASTEUR,,,BOUCHERVILLE,QC,J4B7Z1,(616)717-4578,,,,,,,,fx,,,,,,,,,,,2025-07-08 07:30:12.7226063,,,
S955,MATRIX LOGISTICS SERVICES LIMITED,,,,,,,,,10 DEWARE DR,,,MONCTON,NB,E1H2S6,(506)863-1300,,,,,,,,,,,,B,,,,,,,2025-07-08 10:25:13.7706527,,,
7063,SOUTHWEST MEAT PACKERS INC.,,,,,,,,,13256 EVERGREEN ROAD,,,THAMESVILLE,ON,N0P2K0,(519)784-4338,,,"a,i",,x,,,x,,,,,,,,,,,2025-11-14 14:54:36.753716,,,
7061,9530-4705 QUÉBEC INC.,,ALIMENTS CONGELÉS PROTOS,,,,,,,"3954 BOUL LEMAN, APT 14",,,LAVAL,QC,"3954 BOUL LEMAN, APT 14",(819)460-5032,,,,,,,,fx,,,,,,,,,,,2025-07-16 10:29:43.6348516,,,
7064,FRESH PREP FOODS INC.,,,188 VICTORIA DRIVE,,,VANCOUVER,BC,V5L4C3,4220 RUE GRIFFITH,,,SAINT-LAURENT,QC,H4T 1L6,604-449-5259,,,,,,,,fx,,,,,,,,,,,2025-07-22 08:22:36.2603513,,,
S956,GORDON FOOD SERVICE CANADA LTD.,,,,,,,,,290212 TWP RD 261,,,ROCKY VIEW,AB,T4A0V6,(517)526-0610,,,,,,,,,,,,AB,,,,,,,2025-07-22 14:26:27.2963295,,,
7065,MENNONITE CENTRAL COMMITTEE ONTARIO,,,,,,,,,65 HERITAGE DR,,,NEW HAMBURG,ON,N3A2J3,(519)745-8458,,,,fx,,,,fx,,,,,,,,,,,2026-09-11 11:02:56.7800195,,,
